content_id,client_id,score,action,reason_code,avg_position,impressions_90d,days_since_last_update,ctr
content_dc6c5df2f682,client_4e07408562,57.1,monitor,monitor,8.5,10370,25,0.14
content_e6b69b74d3dc,client_f369cb89fc,57.1,monitor,monitor,8.5,24,20,0.0
content_390797e1f0b8,client_4e07408562,57.1,monitor,monitor,10.2,2864,13,0.24
content_3f7dbbd55f0c,client_4e07408562,57.1,monitor,monitor,10.2,227,104,0.0
content_0d03464929b5,client_4e07408562,57.1,monitor,monitor,20.1,1072,104,0.09
content_459d056652a0,client_4e07408562,57.1,monitor,monitor,13.6,2919,13,0.1
content_e8900ebb63cf,client_f369cb89fc,57.0,monitor,monitor,12.2,40,8,0.0
content_1b27d2642fda,client_8527a891e2,57.0,monitor,monitor,37.1,241,104,0.0
content_dde90787c795,client_4e07408562,57.0,monitor,monitor,7.3,9567,25,0.22
content_36b424ccfc90,client_d029fa3a95,57.0,monitor,monitor,16.8,33,20,0.0
content_0b94cd5e95af,client_4e07408562,57.0,monitor,monitor,1.6,5208,7,0.29
content_17e62c7661d8,client_4e07408562,57.0,monitor,monitor,11.1,8937,25,0.15
content_3eb1e2f71874,client_d029fa3a95,57.0,monitor,monitor,13.0,34,20,0.0
content_c31c3add99f4,client_4e07408562,57.0,monitor,monitor,37.0,7582,13,0.05
content_92dfd4fe1208,client_f369cb89fc,57.0,monitor,monitor,5.1,31,20,0.0
content_973ec83cacf8,client_4e07408562,57.0,monitor,monitor,7.5,2987,13,0.44
content_c2bebd7cefa3,client_4e07408562,57.0,monitor,monitor,10.6,889,13,0.22
content_24305e647310,client_f369cb89fc,57.0,monitor,monitor,18.6,901,20,0.22
content_983adc986531,client_4e07408562,57.0,monitor,monitor,31.3,3529,104,0.06
content_6ff53d928618,client_8527a891e2,56.9,monitor,monitor,26.4,203,104,0.49
content_7f89928335ae,client_f369cb89fc,56.9,monitor,monitor,18.2,1186,20,0.67
content_2abf85e2acd3,client_f369cb89fc,56.9,monitor,monitor,5.6,363,20,1.38
content_452b4dcb2c2a,client_4e07408562,56.9,monitor,monitor,38.2,1115,104,0.0
content_83f5527f59b4,client_f369cb89fc,56.9,monitor,monitor,5.9,31,20,0.0
content_47757540a16b,client_8527a891e2,56.9,monitor,monitor,3.4,5,104,0.0
content_ac23cfe2f09f,client_f369cb89fc,56.9,monitor,monitor,6.0,357,20,1.4
content_4586a788236a,client_d029fa3a95,56.9,monitor,monitor,8.1,1167,20,0.77
content_449f11ffe520,client_f369cb89fc,56.9,monitor,monitor,7.1,30,20,0.0
content_9154bca5c190,client_8527a891e2,56.9,monitor,monitor,10.2,29,102,0.0
content_b046d6f5fcd8,client_8527a891e2,56.9,monitor,monitor,7.1,77612,104,0.1
content_4f90f5799520,client_4e07408562,56.8,monitor,monitor,22.7,430,104,0.0
content_17976e270c5a,client_f369cb89fc,56.8,monitor,monitor,6.8,40,20,0.0
content_93aaf9dc4672,client_4e07408562,56.8,monitor,monitor,22.8,3575,104,0.17
content_f7261959d3e4,client_4e07408562,56.8,monitor,monitor,21.4,1012,13,0.2
content_4c126bb257a9,client_4e07408562,56.8,monitor,monitor,9.7,3829,14,0.1
content_2702f1dcbd95,client_4e07408562,56.8,monitor,monitor,4.7,15890,20,0.17
content_08951d3e71ad,client_4e07408562,56.8,monitor,monitor,19.5,712,7,0.14
content_ce431e33ceeb,client_4e07408562,56.8,monitor,monitor,26.7,2080,14,0.19
content_d9cda3f2853a,client_d029fa3a95,56.8,monitor,monitor,43.6,90,20,0.0
content_c2f9a9a48cc4,client_4e07408562,56.8,monitor,monitor,10.2,2207,7,0.18
content_deae03dc2d26,client_4e07408562,56.8,monitor,monitor,27.7,1198,104,0.17
content_93f5dbaef3e7,client_4e07408562,56.8,monitor,monitor,14.3,547,13,0.18
content_6baf06e6e0f1,client_8527a891e2,56.7,monitor,monitor,10.5,46,64,0.0
content_6e249fd6b039,client_f369cb89fc,56.7,monitor,monitor,6.3,102,20,0.98
content_a05de90216c2,client_4e07408562,56.7,monitor,monitor,3.8,6328,7,0.35
content_6238a88e9809,client_4e07408562,56.7,monitor,monitor,12.9,1526,14,0.2
content_e6c0c4e9ae59,client_8527a891e2,56.7,monitor,monitor,11.9,679,102,0.59
content_06f6ab41bb5b,client_f369cb89fc,56.7,monitor,monitor,4.6,9,8,0.0
content_7ea36c800544,client_4e07408562,56.7,monitor,monitor,9.0,13630,25,0.16
content_4f4baf5fcb8c,client_f369cb89fc,56.7,monitor,monitor,30.0,367,20,0.54
content_87510958c08d,client_f369cb89fc,56.7,monitor,monitor,4.0,89,20,4.49
content_dbc9c60adb87,client_8527a891e2,56.7,monitor,monitor,5.8,42,20,0.0
content_c6f663e8e802,client_d029fa3a95,56.7,monitor,monitor,9.9,21,20,0.0
content_bd2d3b02b1cc,client_4e07408562,56.7,monitor,monitor,31.0,363,13,0.0
content_270b12878a60,client_4e07408562,56.7,monitor,monitor,7.0,2559,13,0.47
content_0a47ded24495,client_4e07408562,56.7,monitor,monitor,7.6,11865,14,0.22
content_01ec3d27560e,client_4e07408562,56.7,monitor,monitor,12.6,1593,13,0.06
content_271940834e91,client_4e07408562,56.7,monitor,monitor,5.9,21615,104,0.33
content_259a0c7bd5bd,client_4e07408562,56.7,monitor,monitor,19.4,2204,14,0.27
content_67565df5500c,client_f369cb89fc,56.7,monitor,monitor,24.5,464,20,0.0
content_d635a5c1b4a6,client_8527a891e2,56.7,monitor,monitor,7.3,14,98,0.0
content_8066a5202ee5,client_f369cb89fc,56.7,monitor,monitor,15.0,1181,20,0.85
content_ddb8962b4353,client_f369cb89fc,56.7,monitor,monitor,5.7,93,20,1.08
content_d0c0549597ab,client_f369cb89fc,56.6,monitor,monitor,9.1,32,20,0.0
content_4d3620e6e834,client_8527a891e2,56.6,monitor,monitor,5.4,33247,104,0.1
content_22f4d2f58c42,client_434c9b5ae5,56.6,monitor,monitor,13.1,216,8,0.0
content_edae52c77f71,client_434c9b5ae5,56.6,monitor,monitor,14.0,291,8,0.0
content_d2cc2cd378a0,client_4e07408562,56.6,monitor,monitor,10.1,8794,25,0.16
content_08500acfbe7c,client_4e07408562,56.6,monitor,monitor,14.4,1993,7,0.25
content_b32d3698d69c,client_4e07408562,56.6,monitor,monitor,34.0,1444,7,0.07
content_e3aeb690d4e7,client_d029fa3a95,56.6,monitor,monitor,14.8,47,20,0.0
content_12878065f88e,client_f369cb89fc,56.6,monitor,monitor,9.2,47,8,0.0
content_3941aacb4014,client_d029fa3a95,56.6,monitor,monitor,10.4,31,20,0.0
content_956a0bca24e5,client_4e07408562,56.6,monitor,monitor,23.9,737,13,0.27
content_3c62618cdd85,client_f369cb89fc,56.6,monitor,monitor,4.7,28,20,0.0
content_93fda401256d,client_f369cb89fc,56.6,monitor,monitor,10.9,17,20,0.0
content_a80cb7c18031,client_d029fa3a95,56.6,monitor,monitor,11.8,15,20,0.0
content_1df4ee44e69b,client_d029fa3a95,56.6,monitor,monitor,4.0,20,20,0.0
content_5c7a9bd6cbfe,client_8527a891e2,56.6,monitor,monitor,6.1,10,92,0.0
content_36454dbe0dba,client_f369cb89fc,56.5,monitor,monitor,10.4,29311,8,0.18
content_ba327fc280e4,client_f369cb89fc,56.5,monitor,monitor,9.0,24,20,0.0
content_471caa66d791,client_8527a891e2,56.5,monitor,monitor,8.2,18,92,0.0
content_881635edbf8b,client_8527a891e2,56.5,monitor,monitor,12.9,16,98,0.0
content_4a7474d99ef2,client_d029fa3a95,56.5,monitor,monitor,6.8,9,20,0.0
content_5c8d86efbed3,client_4e07408562,56.5,monitor,monitor,7.1,4013,14,0.17
content_f2e20dd8d68b,client_d029fa3a95,56.5,monitor,monitor,12.8,33,8,0.0
content_0996869c2c54,client_f369cb89fc,56.5,monitor,monitor,32.5,185,8,0.54
content_22f275f49f44,client_4e07408562,56.5,monitor,monitor,9.6,287,104,0.35
content_df90bf6b7d9c,client_f369cb89fc,56.5,monitor,monitor,24.5,102,20,0.0
content_d86be00d801c,client_4e07408562,56.5,monitor,monitor,22.1,3418,14,0.59
content_bce275871a25,client_f369cb89fc,56.5,monitor,monitor,5.4,371,20,1.35
content_db67d66d6b52,client_f369cb89fc,56.5,monitor,monitor,9.4,70,20,1.43
content_64d2a935a54f,client_8527a891e2,56.5,monitor,monitor,54.0,308,104,0.0
content_649c63664f77,client_f369cb89fc,56.5,monitor,monitor,4.7,12331,20,0.61
content_aa9a5ef1d884,client_f369cb89fc,56.5,monitor,monitor,5.7,19,20,0.0
content_4d39b3b3ee5d,client_f369cb89fc,56.5,monitor,monitor,5.2,57,20,1.75
content_d4155589b206,client_4e07408562,56.5,monitor,monitor,8.8,6513,14,0.31
content_6da95ceaa9bb,client_4e07408562,56.5,monitor,monitor,4.5,118,104,0.85
content_13264f1d3998,client_f369cb89fc,56.5,monitor,monitor,10.3,67,8,1.49
content_3da8c7b2f0cd,client_4e07408562,56.5,monitor,monitor,26.1,942,13,0.0
content_42ce7d82d38d,client_4e07408562,56.4,monitor,monitor,11.6,1090,104,0.09
content_37428ab36250,client_4e07408562,56.4,monitor,monitor,19.8,264,104,0.0
content_3aec04992cd8,client_f369cb89fc,56.4,monitor,monitor,6.2,88,8,0.0
content_d937c87e41e7,client_f369cb89fc,56.4,monitor,monitor,37.7,188,20,0.0
content_aa3c3dca6c0b,client_8527a891e2,56.4,monitor,monitor,24.9,1050,104,0.19
content_55d1162a1baf,client_f369cb89fc,56.4,monitor,monitor,12.7,26,20,0.0
content_0fa0a2c60cf9,client_4e07408562,56.3,monitor,monitor,19.2,2211,14,0.18
content_ad5f9478d603,client_4e07408562,56.3,monitor,monitor,6.7,5133,7,0.19
content_a1e65051acf3,client_f369cb89fc,56.3,monitor,monitor,12.4,76,20,1.32
content_1044412fa6de,client_434c9b5ae5,56.3,monitor,monitor,21.1,710,20,0.0
content_7e7d333c0af0,client_4e07408562,56.3,monitor,monitor,11.3,7800,25,0.19
content_09f654d4117a,client_f369cb89fc,56.3,monitor,monitor,22.7,50,20,4.0
content_93e94f1ff1f5,client_4e07408562,56.3,monitor,monitor,3.7,35207,7,0.12
content_b2df860b928d,client_8527a891e2,56.3,monitor,monitor,7.8,25,104,0.0
content_edba531929f4,client_d029fa3a95,56.3,monitor,monitor,6.5,33,20,0.0
content_897e2f86b975,client_e629fa6598,56.3,monitor,monitor,11.3,519,22,0.0
content_3f703336ec8d,client_4e07408562,56.3,monitor,monitor,5.6,8144,20,0.39
content_0f9305fb9daa,client_4e07408562,56.3,monitor,monitor,4.7,2294,104,0.0
content_be5e23c0a35e,client_f369cb89fc,56.3,monitor,monitor,21.0,82,20,0.0
content_9e53e39d27c6,client_4e07408562,56.3,monitor,monitor,8.5,3832,13,0.34
content_18dd27779cb8,client_f369cb89fc,56.3,monitor,monitor,4.0,25,20,0.0
content_961a949058a1,client_f369cb89fc,56.3,monitor,monitor,6.8,57,20,0.0
content_0a94e9f318d6,client_f369cb89fc,56.3,monitor,monitor,6.3,23,20,0.0
content_d7344dbc6ad1,client_8527a891e2,56.3,monitor,monitor,8.8,15,104,0.0
content_15aefc83749a,client_4e07408562,56.3,monitor,monitor,17.4,1078,104,0.0
content_135baf84d5ce,client_f369cb89fc,56.3,monitor,monitor,2.1,14,20,0.0
content_bfa92781b510,client_d029fa3a95,56.3,monitor,monitor,13.7,19,20,0.0
content_805ed8c736ff,client_d029fa3a95,56.3,monitor,monitor,10.4,18784,20,0.14
content_fba37ae0d72e,client_4e07408562,56.2,monitor,monitor,20.8,337,13,0.0
content_192ec79eda2e,client_8527a891e2,56.2,monitor,monitor,18.8,22,20,0.0
content_53a867205de3,client_8527a891e2,56.2,monitor,monitor,10.5,15,20,0.0
content_e06a98b9b38b,client_8527a891e2,56.2,monitor,monitor,36.8,73,104,0.0
content_e3de4ddde194,client_434c9b5ae5,56.2,monitor,monitor,9.4,31,89,0.0
content_cd2d7b379cbd,client_4e07408562,56.2,monitor,monitor,8.6,5790,25,0.21
content_71c7b5968117,client_4e07408562,56.2,monitor,monitor,16.2,874,13,0.11
content_7703de337d05,client_f369cb89fc,56.2,monitor,monitor,4.1,7300,20,0.59
content_c8ab44f319a3,client_f369cb89fc,56.2,monitor,monitor,7.7,1942,20,0.82
content_d3028334450c,client_d029fa3a95,56.2,monitor,monitor,22.1,36,8,0.0
content_1818502f80f4,client_f369cb89fc,56.2,monitor,monitor,15.4,370,20,1.35
content_67e4a3489ca1,client_f369cb89fc,56.2,monitor,monitor,7.1,28,20,0.0
content_38d0f423e408,client_4e07408562,56.2,monitor,monitor,3.8,10296,20,0.33
content_201e6fa0676c,client_4e07408562,56.2,monitor,monitor,8.7,4773,25,0.29
content_125ca7619eec,client_f369cb89fc,56.2,monitor,monitor,5.3,39,20,0.0
content_4f4532d3e566,client_4e07408562,56.2,monitor,monitor,7.5,13185,25,0.18
content_4d2355fcaed0,client_f369cb89fc,56.2,monitor,monitor,6.1,69,20,1.45
content_c6d0a617833d,client_f369cb89fc,56.2,monitor,monitor,6.5,8,20,0.0
content_d93646e7db50,client_d029fa3a95,56.2,monitor,monitor,39.5,464,20,0.0
content_2ac5b691fa27,client_4e07408562,56.1,monitor,monitor,32.1,73,104,0.0
content_70394035079d,client_d029fa3a95,56.1,monitor,monitor,15.8,9,20,0.0
content_1cea97c28cd6,client_4e07408562,56.1,monitor,monitor,6.1,1916,7,0.1
content_d700ff22181f,client_8527a891e2,56.1,monitor,monitor,10.7,66,104,0.0
content_ea2c693b640c,client_f369cb89fc,56.1,monitor,monitor,5.2,221,20,1.36
content_80eb3f8ef413,client_d029fa3a95,56.1,monitor,monitor,11.4,94,20,0.0
content_97fd095ebfd1,client_8527a891e2,56.1,monitor,monitor,8.4,39,104,0.0
content_a7da3b5b03ed,client_8527a891e2,56.1,monitor,monitor,6.5,56,20,0.0
content_e8b5e3a4e344,client_e629fa6598,56.1,monitor,monitor,4.7,167,20,0.6
content_935e3a857b86,client_4e07408562,56.1,monitor,monitor,9.1,22805,25,0.3
content_0e043e54b06c,client_f369cb89fc,56.1,monitor,monitor,8.4,25,20,0.0
content_d9b22972eaae,client_4e07408562,56.1,monitor,monitor,16.1,783,13,0.38
content_1f05df4add56,client_f369cb89fc,56.1,monitor,monitor,6.2,16,20,0.0
content_ef5839d610a3,client_4e07408562,56.1,monitor,monitor,25.9,1239,13,0.08
content_371e6e08c996,client_4e07408562,56.0,monitor,monitor,6.1,23265,104,0.1
content_d833c807ccc4,client_f369cb89fc,56.0,monitor,monitor,22.0,290,20,1.03
content_cb850da6bf12,client_4e07408562,56.0,monitor,monitor,17.2,931,13,0.11
content_f1303b831387,client_8527a891e2,56.0,monitor,monitor,14.1,17,92,0.0
content_0d0dd7fb1b11,client_8527a891e2,56.0,monitor,monitor,10.3,28,20,0.0
content_e1f84315336e,client_4e07408562,56.0,monitor,monitor,6.2,2093,7,0.38
content_5e5271003234,client_f369cb89fc,56.0,monitor,monitor,6.2,283,20,0.35
content_13ca6c99ef66,client_f369cb89fc,56.0,monitor,monitor,6.5,404,20,0.5
content_07b0988606b3,client_f369cb89fc,56.0,monitor,monitor,7.5,1914,20,0.89
content_a1207db565d9,client_4e07408562,56.0,monitor,monitor,7.9,1242,7,0.32
content_046a2f21c507,client_f369cb89fc,56.0,monitor,monitor,7.3,68,20,1.47
content_c789a815d8bb,client_4e07408562,56.0,monitor,monitor,16.4,3264,13,0.37
content_455158d1a57c,client_8527a891e2,56.0,monitor,monitor,4.6,12,20,0.0
content_71b7b4dcc0ec,client_f369cb89fc,56.0,monitor,monitor,1.1,16,20,0.0
content_d677f029a39e,client_4e07408562,56.0,monitor,monitor,5.7,15147,20,0.42
content_271062e724db,client_f369cb89fc,56.0,monitor,monitor,15.7,325,20,0.31
content_854c9a6ae832,client_4e07408562,56.0,monitor,monitor,11.1,418,104,0.24
content_1f550a070f07,client_f369cb89fc,55.9,monitor,monitor,4.6,21,20,0.0
content_c24ba93e466a,client_f369cb89fc,55.9,monitor,monitor,3.9,11,8,0.0
content_f452475bff46,client_f369cb89fc,55.9,monitor,monitor,0.8,15,20,0.0
content_8ac5e7d55b90,client_4e07408562,55.9,monitor,monitor,52.2,1384,7,0.0
content_a13924fb5eb3,client_4e07408562,55.9,monitor,monitor,13.6,5553,25,0.59
content_e32ec994d05a,client_4e07408562,55.9,monitor,monitor,4.2,17471,14,0.33
content_0b689c5667de,client_4e07408562,55.9,monitor,monitor,7.8,7692,25,0.17
content_9fd47acb86ed,client_d029fa3a95,55.9,monitor,monitor,7.1,34,20,2.94
content_138e5f3d747a,client_f369cb89fc,55.9,monitor,monitor,2.9,17,20,0.0
content_650ebaf394bb,client_f369cb89fc,55.9,monitor,monitor,0.8,19,20,0.0
content_46d4b8ad705c,client_4e07408562,55.9,monitor,monitor,44.2,3417,104,0.03
content_c9666ca71957,client_4e07408562,55.9,monitor,monitor,7.1,9196,25,0.18
content_6d413f45ce9c,client_434c9b5ae5,55.9,monitor,monitor,6.9,38,8,0.0
content_343e4608e829,client_4e07408562,55.9,monitor,monitor,8.6,1427,104,0.21
content_2525189bc72e,client_f369cb89fc,55.9,monitor,monitor,14.3,17875,20,0.41
content_63484de88c09,client_f369cb89fc,55.9,monitor,monitor,6.3,178,20,1.69
content_ea3aaf091973,client_4e07408562,55.8,monitor,monitor,22.2,888,13,0.34
content_ef9bdd92b523,client_8527a891e2,55.8,monitor,monitor,4.3,6,104,0.0
content_fd7153335627,client_4e07408562,55.8,monitor,monitor,6.4,2731,7,0.15
content_c94b98f60924,client_4e07408562,55.8,monitor,monitor,4.5,3720,13,0.32
content_c13bfe497aeb,client_f369cb89fc,55.8,monitor,monitor,49.8,201,20,0.0
content_7513d27c2d97,client_8527a891e2,55.8,monitor,monitor,12.4,13,92,0.0
content_ddfe12fa817b,client_f369cb89fc,55.8,monitor,monitor,3.9,108,20,2.78
content_fe38dbdb4508,client_4e07408562,55.7,monitor,monitor,26.8,2471,13,0.08
content_58f7da7d57fa,client_4e07408562,55.7,monitor,monitor,28.1,3906,14,0.18
content_93736f8ade40,client_f369cb89fc,55.7,monitor,monitor,12.2,111,20,0.0
content_ed73cc77ea29,client_4e07408562,55.7,monitor,monitor,14.7,21987,25,0.07
content_8dc1021270bf,client_4e07408562,55.7,monitor,monitor,10.3,281,104,0.36
content_542ad143087e,client_4e07408562,55.7,monitor,monitor,21.4,16161,25,0.11
content_548d54f56d19,client_8527a891e2,55.7,monitor,monitor,14.5,21,104,0.0
content_db4f5dd49b48,client_4e07408562,55.7,monitor,monitor,27.2,371,13,0.0
content_b52e01ba950b,client_8527a891e2,55.7,monitor,monitor,13.0,39,20,0.0
content_6ab1ba993c43,client_f369cb89fc,55.7,monitor,monitor,4.7,51,20,1.96
content_2a14694cca5f,client_f369cb89fc,55.7,monitor,monitor,7.6,28,20,0.0
content_127de1938ce5,client_d029fa3a95,55.7,monitor,monitor,13.0,53,20,1.89
content_4af6d609067b,client_f369cb89fc,55.7,monitor,monitor,6.9,359,20,0.84
content_0d4dc4dc2456,client_d029fa3a95,55.7,monitor,monitor,2.6,8,20,0.0
content_d016173fedb8,client_4e07408562,55.7,monitor,monitor,17.1,3021,13,0.3
content_0537cb0f825e,client_d029fa3a95,55.7,monitor,monitor,12.2,27,20,0.0
content_82e60a3d795c,client_d029fa3a95,55.7,monitor,monitor,5.9,14,20,0.0
content_47ad75f6e937,client_8527a891e2,55.7,monitor,monitor,47.3,510,104,0.0
content_cb99813a2f8e,client_f369cb89fc,55.7,monitor,monitor,7.2,19,20,0.0
content_bffb5fb92a47,client_4e07408562,55.6,monitor,monitor,28.7,2680,13,0.15
content_f757709ea42f,client_4e07408562,55.6,monitor,monitor,12.0,10327,25,0.38
content_a31243c8e9b9,client_f369cb89fc,55.6,monitor,monitor,5.3,10,8,0.0
content_6df291d0385f,client_d029fa3a95,55.6,monitor,monitor,14.1,36,20,0.0
content_d263c7f4f8c0,client_4e07408562,55.6,monitor,monitor,8.0,9296,25,0.18
content_a30a53f72561,client_4e07408562,55.6,monitor,monitor,10.9,5732,20,0.26
content_4438cb982246,client_f369cb89fc,55.6,monitor,monitor,8.3,15,20,0.0
content_026916bfa9ab,client_4e07408562,55.6,monitor,monitor,7.4,4390,25,0.32
content_775db0d6948a,client_d029fa3a95,55.6,monitor,monitor,10.3,21,20,0.0
content_8f1409b2674e,client_8527a891e2,55.6,monitor,monitor,20.0,209,104,0.0
content_8059c0222f8d,client_8527a891e2,55.6,monitor,monitor,27.2,46,8,0.0
content_15b35bfd5f84,client_8527a891e2,55.6,monitor,monitor,21.2,24,20,0.0
content_a7c9a38eb5f2,client_f369cb89fc,55.6,monitor,monitor,12.3,26,20,0.0
content_a05f0de6797f,client_d029fa3a95,55.6,monitor,monitor,5.0,9,8,0.0
content_396019fec61a,client_4e07408562,55.6,monitor,monitor,3.8,83362,104,0.09
content_3b65412af818,client_4e07408562,55.5,monitor,monitor,5.5,28574,20,0.17
content_022126e19b29,client_d029fa3a95,55.5,monitor,monitor,5.3,16,20,0.0
content_02dcfc8cd821,client_f369cb89fc,55.5,monitor,monitor,8.9,18,20,0.0
content_51e0c9b9c9f5,client_f369cb89fc,55.5,monitor,monitor,9.7,120,20,0.83
content_19350c591ec3,client_4e07408562,55.5,monitor,monitor,21.0,2625,13,0.19
content_cc6d62e31116,client_4e07408562,55.5,monitor,monitor,32.8,16711,20,0.02
content_933e7954d22e,client_8527a891e2,55.5,monitor,monitor,5.7,15,20,0.0
content_5607fec5d7db,client_f369cb89fc,55.5,monitor,monitor,8.9,22,20,0.0
content_bf54f1b66e17,client_4e07408562,55.4,monitor,monitor,8.2,7874,14,0.05
content_24abf98d3cf4,client_4e07408562,55.4,monitor,monitor,15.3,6550,25,0.21
content_c0078647bab2,client_f369cb89fc,55.4,monitor,monitor,16.5,188,20,1.06
content_7915b1fbf8da,client_434c9b5ae5,55.4,monitor,monitor,6.1,17,8,0.0
content_935dad48e67d,client_4e07408562,55.4,monitor,monitor,4.7,1837,7,0.27
content_2dd579b85ce7,client_d029fa3a95,55.4,monitor,monitor,7.9,8255,20,0.35
content_3879128f65a6,client_f369cb89fc,55.4,monitor,monitor,3.6,18,20,0.0
content_cea90c1d2627,client_4e07408562,55.4,monitor,monitor,5.8,14094,20,0.16
content_52bf25ce153b,client_d029fa3a95,55.4,monitor,monitor,39.1,55,20,0.0
content_437d6e67bfe2,client_f369cb89fc,55.4,monitor,monitor,15.7,67,20,0.0
content_da2369059c37,client_8527a891e2,55.4,monitor,monitor,24.8,32,20,0.0
content_1e11dcfd4405,client_d029fa3a95,55.4,monitor,monitor,8.3,16,20,0.0
content_33a2b874555b,client_8527a891e2,55.4,monitor,monitor,20.6,19,102,0.0
content_347b02848fe9,client_4e07408562,55.4,monitor,monitor,24.7,2688,13,0.07
content_50b70a86730c,client_f369cb89fc,55.4,monitor,monitor,3.8,33,20,3.03
content_94d1f783deed,client_4e07408562,55.3,monitor,monitor,50.9,3214,104,0.03
content_a4e7c491c25f,client_4e07408562,55.3,monitor,monitor,18.9,6393,25,0.27
content_0b0e3eb23ba7,client_4e07408562,55.3,monitor,monitor,9.1,620,7,0.16
content_e1d07bb09232,client_4e07408562,55.3,monitor,monitor,6.8,20497,14,0.23
content_84a4de62123b,client_4e07408562,55.3,monitor,monitor,14.9,13312,25,0.11
content_c3deae21717a,client_8527a891e2,55.3,monitor,monitor,8.3,15,20,0.0
content_ec4fec4dc5f6,client_e629fa6598,55.3,monitor,monitor,7.6,251,22,0.0
content_2bb1cc3be229,client_8527a891e2,55.3,monitor,monitor,43.0,193,104,0.0
content_b11a7dcf6d72,client_8527a891e2,55.3,monitor,monitor,3.0,10,104,0.0
content_bb53ef182899,client_4e07408562,55.3,monitor,monitor,8.2,3978,13,0.3
content_54944705fb0f,client_8527a891e2,55.2,monitor,monitor,8.0,13,104,0.0
content_ff8ea1364b59,client_e629fa6598,55.2,monitor,monitor,10.7,170,22,0.0
content_a080bd4f0f51,client_4e07408562,55.2,monitor,monitor,32.4,797,104,0.0
content_45a47b55f918,client_f369cb89fc,55.2,monitor,monitor,13.0,2880,20,0.49
content_594686bcfe8a,client_4e07408562,55.2,monitor,monitor,32.2,801,104,0.0
content_cf18d0786169,client_8527a891e2,55.2,monitor,monitor,9.8,9,104,0.0
content_4b4e56e3301b,client_d029fa3a95,55.2,monitor,monitor,13.1,44,8,0.0
content_c2b6d4935838,client_f369cb89fc,55.2,monitor,monitor,17.9,101,20,0.99
content_b9cad3fb2eb1,client_4e07408562,55.2,monitor,monitor,23.1,4535,14,0.24
content_97b7779b8c3c,client_f369cb89fc,55.2,monitor,monitor,9.0,41,20,0.0
content_011ba6714bb6,client_4e07408562,55.2,monitor,monitor,61.9,7857,13,0.01
content_936f6af81f1f,client_4e07408562,55.2,monitor,monitor,7.1,49921,25,0.13
content_a5ee2196b6f9,client_4e07408562,55.2,monitor,monitor,19.7,26905,25,0.14
content_2388ea11be57,client_4e07408562,55.1,monitor,monitor,14.6,4445,14,0.31
content_d3b39602b416,client_8527a891e2,55.1,monitor,monitor,11.2,9,20,0.0
content_da362213d99e,client_d029fa3a95,55.1,monitor,monitor,18.5,17,20,0.0
content_54b554d74ecd,client_e629fa6598,55.1,monitor,monitor,7.3,4219,22,0.14
content_1671f930e1b2,client_d029fa3a95,55.1,monitor,monitor,8.7,20,20,0.0
content_5ef305add4a3,client_f369cb89fc,55.1,monitor,monitor,4.6,22,20,0.0
content_ac1bd950b003,client_4e07408562,55.1,monitor,monitor,15.0,730,13,0.14
content_373ec112d46d,client_4e07408562,55.1,monitor,monitor,7.4,1826,104,0.33
content_a32a03ed1465,client_d029fa3a95,55.1,monitor,monitor,6.8,26,20,0.0
content_ca363f32d934,client_4e07408562,55.1,monitor,monitor,20.2,1053,7,0.19
content_08f887455134,client_4e07408562,55.1,monitor,monitor,12.5,358,13,0.28
content_9850360d8d1b,client_d029fa3a95,55.1,monitor,monitor,33.0,163,20,0.0
content_601668f3aabe,client_4e07408562,55.0,monitor,monitor,11.0,360,13,0.28
content_3cdb898f8e47,client_f369cb89fc,55.0,monitor,monitor,6.4,39,20,2.56
content_ebb156249110,client_f369cb89fc,55.0,monitor,monitor,4.2,9,8,0.0
content_355a734d17c3,client_4e07408562,55.0,monitor,monitor,4.8,3330,104,0.96
content_0ac4a4e97bd9,client_8527a891e2,55.0,monitor,monitor,56.5,422,104,0.0
content_3ff02328d611,client_8527a891e2,55.0,monitor,monitor,49.9,430,104,0.0
content_b8300b053e43,client_4e07408562,55.0,monitor,monitor,5.9,7983,104,0.25
content_92cad67c3827,client_d029fa3a95,55.0,monitor,monitor,12.4,57,20,0.0
content_7703e04bff7a,client_f369cb89fc,55.0,monitor,monitor,3.3,41,20,2.44
content_ce9d0e4e4dd2,client_4e07408562,55.0,monitor,monitor,18.8,3854,25,0.36
content_251661eb804d,client_f369cb89fc,55.0,monitor,monitor,4.1,16,8,0.0
content_552a9396d8dc,client_8527a891e2,55.0,monitor,monitor,12.9,416,104,0.72
content_3261a57ccfeb,client_8527a891e2,55.0,monitor,monitor,9.6,8,92,0.0
content_20d5286b9afa,client_8527a891e2,55.0,monitor,monitor,6.6,16,92,0.0
content_4dae94f48477,client_d029fa3a95,55.0,monitor,monitor,10.0,12,20,0.0
content_f771dd30be73,client_e629fa6598,55.0,monitor,monitor,7.0,3214,22,0.12
content_2c2e7ab15ae6,client_4e07408562,55.0,monitor,monitor,33.0,2053,7,0.1
content_8e2937f1645f,client_4e07408562,55.0,monitor,monitor,14.0,1523,7,0.39
content_ee36185a4611,client_f369cb89fc,55.0,monitor,monitor,4.9,38,20,2.63
content_0ac90a7368b5,client_4e07408562,55.0,monitor,monitor,43.5,2721,104,0.0
